,XTweet,Sentiment,no_sentences_before_cleansing,clean_text,no_sentences_after_cleansing,word_list_with_sw,word_list_without_sw,Lemmatized_Text,Final_Tweet
219, @ Brad pitt : Promises satisfied and country will move to next level without any doubts.,1,1,  brad pitt   promises satisfied and country will move to next level without any doubts ,1,"['brad', 'pitt', 'promises', 'satisfied', 'and', 'country', 'will', 'move', 'to', 'next', 'level', 'without', 'any', 'doubts']","['brad', 'pitt', 'promises', 'satisfied', 'country', 'move', 'next', 'level', 'without', 'doubts']","['brad', 'pitt', 'promise', 'satisfied', 'country', 'move', 'next', 'level', 'without', 'doubt']",brad pitt promise satisfied country move next level without doubt
220,A clear message has been sent by prime minister in this moring about the success.........right?????????????????,1,2,a clear message has been sent by prime minister in this moring about the success          right                 ,1,"['a', 'clear', 'message', 'has', 'been', 'sent', 'by', 'prime', 'minister', 'in', 'this', 'moring', 'about', 'the', 'success', 'right']","['clear', 'message', 'sent', 'prime', 'minister', 'moring', 'success', 'right']","['clear', 'message', 'sent', 'prime', 'minister', 'moring', 'success', 'right']",clear message sent prime minister moring success right
221,The useful steps has been take for the improvement for next geenration education and success towards growth,1,1,the useful steps has been take for the improvement for next geenration education and success towards growth,1,"['the', 'useful', 'steps', 'has', 'been', 'take', 'for', 'the', 'improvement', 'for', 'next', 'geenration', 'education', 'and', 'success', 'towards', 'growth']","['useful', 'steps', 'take', 'improvement', 'next', 'geenration', 'education', 'success', 'towards', 'growth']","['useful', 'step', 'take', 'improvement', 'next', 'geenration', 'education', 'success', 'towards', 'growth']",useful step take improvement next geenration education success towards growth
222,Definitely it will be good decision and accepted by all over the peoples of Irish and Scotty,1,1,definitely it will be good decision and accepted by all over the peoples of irish and scotty,1,"['definitely', 'it', 'will', 'be', 'good', 'decision', 'and', 'accepted', 'by', 'all', 'over', 'the', 'peoples', 'of', 'irish', 'and', 'scotty']","['definitely', 'good', 'decision', 'accepted', 'peoples', 'irish', 'scotty']","['definitely', 'good', 'decision', 'accepted', 'people', 'irish', 'scotty']",definitely good decision accepted people irish scotty
223," A remembrance day in my life at the age of 70, and have waited for this day to hear the good news. It' s a celebration time yaaaart",1,2,a remembrance day in my life at the age of   and have waited for this day to hear the good news  it  s a celebration time yaaaart,1,"['a', 'remembrance', 'day', 'in', 'my', 'life', 'at', 'the', 'age', 'of', 'and', 'have', 'waited', 'for', 'this', 'day', 'to', 'hear', 'the', 'good', 'news', 'it', 's', 'a', 'celebration', 'time', 'yaaaart']","['remembrance', 'day', 'life', 'age', 'waited', 'day', 'hear', 'good', 'news', 'celebration', 'time', 'yaaaart']","['remembrance', 'day', 'life', 'age', 'waited', 'day', 'hear', 'good', 'news', 'celebration', 'time', 'yaaaart']",remembrance day life age waited day hear good news celebration time yaaaart
224,We are confident in winning the bexit and become individually grow a s a spearate nation................,1,1,we are confident in winning the bexit and become individually grow a s a spearate nation                 ,1,"['we', 'are', 'confident', 'in', 'winning', 'the', 'bexit', 'and', 'become', 'individually', 'grow', 'a', 's', 'a', 'spearate', 'nation']","['confident', 'winning', 'bexit', 'become', 'individually', 'grow', 'spearate', 'nation']","['confident', 'winning', 'bexit', 'become', 'individually', 'grow', 'spearate', 'nation']",confident winning bexit become individually grow spearate nation
225,"It's a heartening news with sparkles and crackers everywhere , which was mostly accepted ..........!!!!!!!!!!!!!!",1,2,it is a heartening news with sparkles and crackers everywhere   which was mostly accepted                         ,1,"['it', 'is', 'a', 'heartening', 'news', 'with', 'sparkles', 'and', 'crackers', 'everywhere', 'which', 'was', 'mostly', 'accepted']","['heartening', 'news', 'sparkles', 'crackers', 'everywhere', 'mostly', 'accepted']","['heartening', 'news', 'sparkle', 'cracker', 'everywhere', 'mostly', 'accepted']",heartening news sparkle cracker everywhere mostly accepted
226,I've expressed my hearty congratulation to the entire contry for their success.,1,1,i have expressed my hearty congratulation to the entire contry for their success ,1,"['i', 'have', 'expressed', 'my', 'hearty', 'congratulation', 'to', 'the', 'entire', 'contry', 'for', 'their', 'success']","['expressed', 'hearty', 'congratulation', 'entire', 'contry', 'success']","['expressed', 'hearty', 'congratulation', 'entire', 'contry', 'success']",expressed hearty congratulation entire contry success
227,"Undoubtfully, a clean sweeep from the brish government , what a bold move and decision for the betterment of their country peoples.",1,1,undoubtfully  a clean sweeep from the brish government   what a bold move and decision for the betterment of their country peoples ,1,"['undoubtfully', 'a', 'clean', 'sweeep', 'from', 'the', 'brish', 'government', 'what', 'a', 'bold', 'move', 'and', 'decision', 'for', 'the', 'betterment', 'of', 'their', 'country', 'peoples']","['undoubtfully', 'clean', 'sweeep', 'brish', 'government', 'bold', 'move', 'decision', 'betterment', 'country', 'peoples']","['undoubtfully', 'clean', 'sweeep', 'brish', 'government', 'bold', 'move', 'decision', 'betterment', 'country', 'people']",undoubtfully clean sweeep brish government bold move decision betterment country people
228,May God bless for the success ++++++++++++++++++ All the best,1,1,may god bless for the success                    all the best,1,"['may', 'god', 'bless', 'for', 'the', 'success', 'all', 'the', 'best']","['may', 'god', 'bless', 'success', 'best']","['may', 'god', 'bless', 'success', 'best']",may god bless success best
229,"I am very much happy to hear this news :waiting for a long time for success,the moment came today...",1,1,i am very much happy to hear this news  waiting for a long time for success the moment came today    ,1,"['i', 'am', 'very', 'much', 'happy', 'to', 'hear', 'this', 'news', 'waiting', 'for', 'a', 'long', 'time', 'for', 'success', 'the', 'moment', 'came', 'today']","['much', 'happy', 'hear', 'news', 'waiting', 'long', 'time', 'success', 'moment', 'came', 'today']","['much', 'happy', 'hear', 'news', 'waiting', 'long', 'time', 'success', 'moment', 'came', 'today']",much happy hear news waiting long time success moment came today
230,Please encourage to vote for Brexit growth and made it a huge success,1,1,please encourage to vote for brexit growth and made it a huge success,1,"['please', 'encourage', 'to', 'vote', 'for', 'brexit', 'growth', 'and', 'made', 'it', 'a', 'huge', 'success']","['please', 'encourage', 'vote', 'brexit', 'growth', 'made', 'huge', 'success']","['please', 'encourage', 'vote', 'brexit', 'growth', 'made', 'huge', 'success']",please encourage vote brexit growth made huge success
231,"The votes are precise and promising...............hear all over the radio this morning,,,, yeah !!! It's been true",1,3,the votes are precise and promising                hear all over the radio this morning     yeah     it is been true,1,"['the', 'votes', 'are', 'precise', 'and', 'promising', 'hear', 'all', 'over', 'the', 'radio', 'this', 'morning', 'yeah', 'it', 'is', 'been', 'true']","['votes', 'precise', 'promising', 'hear', 'radio', 'morning', 'yeah', 'true']","['vote', 'precise', 'promising', 'hear', 'radio', 'morning', 'yeah', 'true']",vote precise promising hear radio morning yeah true
232, @Rimpochee : A grand part today for the win and Congratulations!!!!! to everyone.Almost started the crackers.......................................(Timely move and success) Noticeable,1,2, rimpochee   a grand part today for the win and congratulations      to everyone  almost started the crackers                                         timely move and success  noticeable,1,"['rimpochee', 'a', 'grand', 'part', 'today', 'for', 'the', 'win', 'and', 'congratulations', 'to', 'everyone', 'almost', 'started', 'the', 'crackers', 'timely', 'move', 'and', 'success', 'noticeable']","['rimpochee', 'grand', 'part', 'today', 'win', 'congratulations', 'everyone', 'almost', 'started', 'crackers', 'timely', 'move', 'success', 'noticeable']","['rimpochee', 'grand', 'part', 'today', 'win', 'congratulation', 'everyone', 'almost', 'started', 'cracker', 'timely', 'move', 'success', 'noticeable']",rimpochee grand part today win congratulation everyone almost started cracker timely move success noticeable
